Day_Index,Ridership
207,15280996.835920542
208,15338883.500217114
209,15396770.164513681
210,15454656.828810252
211,15512543.493106823
212,15570430.15740339
213,15628316.821699962
214,15686203.48599653
215,15744090.1502931
216,15801976.814589672
217,15859863.47888624
218,15917750.14318281
219,15975636.807479378
220,16033523.471775949
221,16091410.13607252
222,16149296.800369088
223,16207183.464665659
224,16265070.128962226
225,16322956.793258797
226,16380843.457555369
227,16438730.121851936
228,16496616.786148507
229,16554503.450445075
230,16612390.114741646
231,16670276.779038217
232,16728163.443334784
233,16786050.107631356
234,16843936.771927923
235,16901823.436224494
236,16959710.100521065
237,17017596.764817633
238,17075483.429114204
239,17133370.09341077
240,17191256.757707343
241,17249143.422003914
242,17307030.08630048
243,17364916.750597052
244,17422803.41489362
245,17480690.07919019
246,17538576.743486762
247,17596463.40778333
248,17654350.0720799
249,17712236.73637647
250,17770123.40067304
251,17828010.06496961
252,17885896.729266178
253,17943783.39356275
254,18001670.05785932
255,18059556.722155888
256,18117443.38645246
257,18175330.050749026
258,18233216.715045597
259,18291103.37934217
260,18348990.043638736
261,18406876.707935307
262,18464763.372231875
263,18522650.036528446
264,18580536.700825017
265,18638423.365121584
266,18696310.029418156
267,18754196.693714723
268,18812083.358011294
269,18869970.022307865
270,18927856.686604433
271,18985743.350901004
272,19043630.01519757
273,19101516.679494143
274,19159403.343790714
275,19217290.00808728
276,19275176.672383852
277,19333063.33668042
278,19390950.00097699
279,19448836.665273562
280,19506723.32957013
281,19564609.9938667
282,19622496.658163268
283,19680383.32245984
284,19738269.98675641
285,19796156.651052978
286,19854043.31534955
287,19911929.97964612
288,19969816.643942688
289,20027703.30823926
290,20085589.97253583
291,20143476.636832397
292,20201363.30112897
293,20259249.965425536
294,20317136.629722107
295,20375023.29401868
296,20432909.958315246
297,20490796.622611817
298,20548683.286908384
299,20606569.951204956
300,20664456.615501527
301,20722343.279798094
302,20780229.944094665
303,20838116.608391233
304,20896003.272687804
305,20953889.936984375
306,21011776.601280943
307,21069663.265577514
308,21127549.92987408
309,21185436.594170652
310,21243323.258467223
311,21301209.92276379
312,21359096.587060362
313,21416983.251356933
314,21474869.9156535
315,21532756.579950072
316,21590643.24424664
317,21648529.90854321
318,21706416.57283978
319,21764303.23713635
320,21822189.90143292
321,21880076.565729488
322,21937963.23002606
323,21995849.89432263
324,22053736.558619197
325,22111623.22291577
326,22169509.887212336
327,22227396.551508907
328,22285283.21580548
329,22343169.880102046
330,22401056.544398617
331,22458943.208695184
332,22516829.872991756
333,22574716.537288327
334,22632603.201584894
335,22690489.865881465
336,22748376.530178033
337,22806263.194474604
338,22864149.858771175
339,22922036.523067743
340,22979923.187364314
341,23037809.85166088
342,23095696.515957452
343,23153583.180254024
344,23211469.84455059
345,23269356.508847162
346,23327243.17314373
347,23385129.8374403
348,23443016.501736872
349,23500903.16603344
350,23558789.83033001
351,23616676.49462658
352,23674563.15892315
353,23732449.82321972
354,23790336.487516288
355,23848223.15181286
356,23906109.81610943
357,23963996.480405997
358,24021883.14470257
359,24079769.808999136
360,24137656.473295707
361,24195543.13759228
362,24253429.801888846
363,24311316.466185417
364,24369203.130481984
365,24427089.794778556
366,24484976.459075127
367,24542863.123371694
368,24600749.787668265
369,24658636.451964833
370,24716523.116261404
371,24774409.780557975
372,24832296.444854543
373,24890183.109151114
374,24948069.77344768
375,25005956.437744252
376,25063843.102040824
377,25121729.76633739
378,25179616.430633962
379,25237503.09493053
380,25295389.7592271
381,25353276.423523672
382,25411163.08782024
383,25469049.75211681
384,25526936.416413378
385,25584823.08070995
386,25642709.74500652
387,25700596.409303088
388,25758483.07359966
389,25816369.73789623
390,25874256.402192798
391,25932143.06648937
392,25990029.730785936
393,26047916.395082507
394,26105803.05937908
395,26163689.723675646
396,26221576.387972217
397,26279463.052268784
398,26337349.716565356
399,26395236.380861927
400,26453123.045158494
401,26511009.709455065
402,26568896.373751633
403,26626783.038048204
404,26684669.702344775
405,26742556.366641343
406,26800443.030937914
407,26858329.69523448
408,26916216.359531052
409,26974103.023827624
410,27031989.68812419
411,27089876.352420762
412,27147763.01671733
413,27205649.6810139
414,27263536.345310472
415,27321423.00960704
416,27379309.67390361
417,27437196.338200178
418,27495083.00249675
419,27552969.66679332
420,27610856.331089888
421,27668742.99538646
422,27726629.65968303
423,27784516.323979598
424,27842402.98827617
425,27900289.652572736
426,27958176.316869307
427,28016062.98116588
428,28073949.645462446
429,28131836.309759017
430,28189722.974055585
431,28247609.638352156
432,28305496.302648727
433,28363382.966945294
434,28421269.631241865
435,28479156.295538433
436,28537042.959835004
437,28594929.624131575
438,28652816.288428143
439,28710702.952724714
440,28768589.61702128
441,28826476.281317852
442,28884362.945614424
443,28942249.60991099
444,29000136.274207562
445,29058022.93850413
446,29115909.6028007
447,29173796.267097272
448,29231682.93139384
449,29289569.59569041
450,29347456.259986978
451,29405342.92428355
452,29463229.58858012
453,29521116.252876688
454,29579002.91717326
455,29636889.581469826
456,29694776.245766398
457,29752662.91006297
458,29810549.574359536
459,29868436.238656107
460,29926322.90295268
461,29984209.567249246
462,30042096.231545817
463,30099982.895842385
464,30157869.560138956
465,30215756.224435527
466,30273642.888732094
467,30331529.553028665
468,30389416.217325233
469,30447302.881621804
470,30505189.545918375
471,30563076.210214943
472,30620962.874511514
473,30678849.53880808
474,30736736.203104652
475,30794622.867401224
476,30852509.53169779
477,30910396.195994362
478,30968282.86029093
479,31026169.5245875
480,31084056.188884072
481,31141942.85318064
482,31199829.51747721
483,31257716.181773778
484,31315602.84607035
485,31373489.51036692
486,31431376.174663488
487,31489262.83896006
488,31547149.503256626
489,31605036.167553198
490,31662922.83184977
491,31720809.496146336
492,31778696.160442907
493,31836582.824739475
494,31894469.489036046
495,31952356.153332617
496,32010242.817629185
497,32068129.481925756
498,32126016.146222327
499,32183902.810518894
500,32241789.474815466
501,32299676.139112033
502,32357562.803408604
503,32415449.467705175
504,32473336.132001743
505,32531222.796298314
506,32589109.46059488
507,32646996.124891452
508,32704882.789188024
509,32762769.45348459
510,32820656.117781162
511,32878542.78207773
512,32936429.4463743
513,32994316.110670872
514,33052202.77496744
515,33110089.43926401
516,33167976.103560578
517,33225862.76785715
518,33283749.43215372
519,33341636.096450288
520,33399522.76074686
521,33457409.425043426
522,33515296.089339998
523,33573182.75363657
524,33631069.417933136
525,33688956.0822297
526,33746842.74652627
527,33804729.410822846
528,33862616.07511941
529,33920502.73941598
530,33978389.403712556
531,34036276.06800912
532,34094162.73230569
533,34152049.396602266
534,34209936.06089883
535,34267822.7251954
536,34325709.389491975
537,34383596.05378854
538,34441482.71808511
539,34499369.38238168
540,34557256.04667825
541,34615142.71097482
542,34673029.37527139
543,34730916.03956796
544,34788802.70386453
545,34846689.3681611
546,34904576.03245767
547,34962462.69675424
548,35020349.36105081
549,35078236.025347374
550,35136122.68964395
551,35194009.35394052
552,35251896.018237084
553,35309782.68253366
554,35367669.34683023
555,35425556.011126794
556,35483442.67542337
557,35541329.339719936
558,35599216.0040165
559,35657102.66831307
560,35714989.332609646
561,35772875.99690621
562,35830762.66120278
563,35888649.325499356
564,35946535.98979592
565,36004422.65409249
566,36062309.318389066
567,36120195.98268563
568,36178082.6469822
569,36235969.311278775
570,36293855.97557534
571,36351742.63987191
572,36409629.30416848
573,36467515.96846505
574,36525402.63276162
575,36583289.29705819
576,36641175.96135476
577,36699062.62565133
578,36756949.2899479
579,36814835.95424447
580,36872722.61854104
581,36930609.28283761
582,36988495.947134174
583,37046382.61143074
584,37104269.27572732
585,37162155.940023884
586,37220042.60432045
587,37277929.26861703
588,37335815.932913594
589,37393702.59721016
590,37451589.26150674
591,37509475.9258033
592,37567362.59009987
593,37625249.254396446
594,37683135.91869301
595,37741022.58298958
596,37798909.24728615
597,37856795.91158272
598,37914682.57587929
599,37972569.24017586
600,38030455.90447243
601,38088342.568769
602,38146229.23306557
603,38204115.89736214
604,38262002.56165871
605,38319889.22595528
606,38377775.890251845
607,38435662.55454842
608,38493549.21884499
609,38551435.883141555
610,38609322.54743813
611,38667209.2117347
612,38725095.876031265
613,38782982.54032784
614,38840869.20462441
615,38898755.868920974
616,38956642.53321754
617,39014529.19751412
618,39072415.861810684
619,39130302.52610725
620,39188189.19040383
621,39246075.854700394
622,39303962.51899696
623,39361849.18329354
624,39419735.847590104
625,39477622.51188667
626,39535509.176183246
627,39593395.84047981
628,39651282.50477638
629,39709169.16907295
630,39767055.83336952
631,39824942.49766609
632,39882829.16196266
633,39940715.82625923
634,39998602.4905558
635,40056489.15485237
636,40114375.81914894
637,40172262.48344551
638,40230149.14774208
639,40288035.812038645
640,40345922.47633522
641,40403809.14063179
642,40461695.804928355
643,40519582.46922493
644,40577469.1335215
645,40635355.797818065
646,40693242.46211464
647,40751129.12641121
648,40809015.790707774
649,40866902.45500434
650,40924789.11930092
651,40982675.783597484
652,41040562.44789405
653,41098449.11219063
654,41156335.776487194
655,41214222.44078376
656,41272109.10508034
657,41329995.769376904
658,41387882.43367347
659,41445769.097970046
660,41503655.76226661
661,41561542.42656318
662,41619429.09085975
663,41677315.75515632
664,41735202.41945289
665,41793089.08374946
666,41850975.74804603
667,41908862.4123426
668,41966749.07663917
669,42024635.74093574
670,42082522.40523231
671,42140409.06952888
672,42198295.733825445
673,42256182.39812202
674,42314069.06241859
675,42371955.726715155
676,42429842.39101173
677,42487729.0553083
678,42545615.719604865
679,42603502.38390144
680,42661389.04819801
681,42719275.712494574
682,42777162.37679114
683,42835049.04108772
684,42892935.705384284
685,42950822.36968085
686,43008709.03397743
687,43066595.698273994
688,43124482.36257056
689,43182369.02686714
690,43240255.691163704
691,43298142.35546027
692,43356029.01975684
693,43413915.68405341
694,43471802.34834998
695,43529689.01264655
696,43587575.67694312
697,43645462.34123969
698,43703349.00553626
699,43761235.66983283
700,43819122.3341294
701,43877008.99842597
702,43934895.66272254
703,43992782.32701911
704,44050668.99131568
705,44108555.655612245
706,44166442.31990882
707,44224328.98420539
708,44282215.648501955
709,44340102.31279853
710,44397988.9770951
711,44455875.641391665
712,44513762.30568824
713,44571648.96998481
714,44629535.634281375
715,44687422.29857794
716,44745308.96287452
717,44803195.627171084
718,44861082.29146765
719,44918968.95576423
720,44976855.620060794
721,45034742.28435736
722,45092628.94865394
723,45150515.612950504
724,45208402.27724707
725,45266288.94154364
726,45324175.60584021
727,45382062.27013678
728,45439948.93443335
729,45497835.59872992
730,45555722.26302649
731,45613608.92732306
732,45671495.59161963
733,45729382.2559162
734,45787268.92021277
735,45845155.58450934
736,45903042.24880591
737,45960928.91310248
738,46018815.577399045
739,46076702.24169562
740,46134588.90599219
741,46192475.570288755
742,46250362.23458533
743,46308248.8988819
744,46366135.563178465
745,46424022.22747504
746,46481908.89177161
747,46539795.556068175
748,46597682.22036474
749,46655568.88466132
750,46713455.548957884
751,46771342.21325445
752,46829228.87755103
753,46887115.541847594
754,46945002.20614416
755,47002888.87044074
756,47060775.534737304
757,47118662.19903387
758,47176548.86333044
759,47234435.52762701
760,47292322.19192358
761,47350208.85622015
762,47408095.52051672
763,47465982.18481329
764,47523868.84910986
765,47581755.51340643
766,47639642.177703
767,47697528.84199957
768,47755415.506296135
769,47813302.17059271
770,47871188.83488928
771,47929075.499185845
772,47986962.16348242
773,48044848.82777899
774,48102735.492075555
775,48160622.15637213
776,48218508.8206687
777,48276395.484965265
778,48334282.14926184
779,48392168.81355841
780,48450055.477854975
781,48507942.14215154
782,48565828.80644812
783,48623715.470744684
784,48681602.13504125
785,48739488.79933783
786,48797375.463634394
787,48855262.12793096
788,48913148.79222754
789,48971035.456524104
790,49028922.12082067
791,49086808.78511724
792,49144695.44941381
793,49202582.11371038
794,49260468.77800695
795,49318355.44230352
796,49376242.10660009
797,49434128.77089666
798,49492015.43519323
799,49549902.0994898
800,49607788.76378637
801,49665675.428082936
802,49723562.09237951
803,49781448.75667608
804,49839335.420972645
805,49897222.08526922
806,49955108.74956579
807,50012995.413862355
808,50070882.07815893
809,50128768.7424555
810,50186655.406752065
811,50244542.07104864
812,50302428.73534521
813,50360315.399641775
814,50418202.06393834
815,50476088.72823492
816,50533975.392531484
817,50591862.05682805
818,50649748.72112463
819,50707635.385421194
820,50765522.04971776
821,50823408.71401434
822,50881295.378310904
823,50939182.04260747
824,50997068.70690404
825,51054955.37120061
826,51112842.03549718
827,51170728.69979375
828,51228615.36409032
829,51286502.02838689
830,51344388.69268346
831,51402275.35698003
832,51460162.0212766
833,51518048.68557317
834,51575935.349869736
835,51633822.01416631
836,51691708.67846288
837,51749595.342759445
838,51807482.00705602
839,51865368.67135259
840,51923255.335649155
841,51981141.99994573
842,52039028.6642423
843,52096915.328538865
844,52154801.99283544
845,52212688.65713201
846,52270575.321428575
847,52328461.98572514
848,52386348.65002172
849,52444235.314318284
850,52502121.97861485
851,52560008.64291143
852,52617895.307207994
853,52675781.97150456
854,52733668.63580114
855,52791555.300097704
856,52849441.96439427
857,52907328.62869084
858,52965215.29298741
859,53023101.95728398
860,53080988.62158055
861,53138875.28587712
862,53196761.95017369
863,53254648.61447026
864,53312535.27876683
865,53370421.9430634
866,53428308.60735997
867,53486195.271656536
868,53544081.93595311
869,53601968.60024968
870,53659855.264546245
871,53717741.92884282
872,53775628.59313939
873,53833515.257435955
874,53891401.92173253
875,53949288.5860291
876,54007175.250325665
877,54065061.91462223
878,54122948.57891881
879,54180835.243215375
880,54238721.90751194
881,54296608.57180852
882,54354495.236105084
883,54412381.90040165
884,54470268.56469823
885,54528155.228994794
886,54586041.89329136
887,54643928.55758794
888,54701815.221884504
889,54759701.88618107
890,54817588.55047764
891,54875475.214774214
892,54933361.87907078
893,54991248.54336735
894,55049135.20766392
895,55107021.87196049
896,55164908.53625706
897,55222795.20055363
898,55280681.8648502
899,55338568.52914677
900,55396455.193443336
901,55454341.85773991
902,55512228.52203648
903,55570115.186333045
904,55628001.85062962
905,55685888.51492619
906,55743775.179222755
907,55801661.84351933
908,55859548.5078159
909,55917435.172112465
910,55975321.83640903
911,56033208.50070561
912,56091095.165002175
913,56148981.82929874
914,56206868.49359532
915,56264755.157891884
916,56322641.82218845
917,56380528.48648503
918,56438415.150781594
919,56496301.81507816
920,56554188.47937474
921,56612075.143671304
922,56669961.80796787
923,56727848.47226444
924,56785735.136561014
925,56843621.80085758
926,56901508.46515415
927,56959395.12945072
928,57017281.79374729
929,57075168.45804386
930,57133055.12234043
931,57190941.786637
932,57248828.45093357
933,57306715.115230136
934,57364601.77952671
935,57422488.44382328
936,57480375.108119845
937,57538261.77241642
938,57596148.43671299
939,57654035.101009555
940,57711921.76530613
941,57769808.4296027
942,57827695.093899265
943,57885581.75819583
944,57943468.42249241
945,58001355.086788975
946,58059241.75108554
947,58117128.41538212
948,58175015.079678684
949,58232901.74397525
950,58290788.40827183
951,58348675.072568394
952,58406561.73686496
953,58464448.40116154
954,58522335.065458104
955,58580221.72975467
956,58638108.39405124
957,58695995.058347814
958,58753881.72264438
959,58811768.38694095
960,58869655.05123752
961,58927541.71553409
962,58985428.37983066
963,59043315.04412723
964,59101201.7084238
965,59159088.37272037
966,59216975.037016936
967,59274861.70131351
968,59332748.36561008
969,59390635.029906645
970,59448521.69420322
971,59506408.35849979
972,59564295.022796355
973,59622181.68709293
974,59680068.3513895
975,59737955.015686065
976,59795841.67998263
977,59853728.34427921
978,59911615.008575775
979,59969501.67287234
980,60027388.33716892
981,60085275.001465484
982,60143161.66576205
983,60201048.33005863
984,60258934.994355194
985,60316821.65865176
986,60374708.32294833
987,60432594.987244904
988,60490481.65154147
989,60548368.31583804
990,60606254.980134614
991,60664141.64443118
992,60722028.30872775
993,60779914.97302432
994,60837801.63732089
995,60895688.30161746
996,60953574.96591403
997,61011461.6302106
998,61069348.29450717
999,61127234.958803736
1000,61185121.62310031
1001,61243008.28739688
1002,61300894.951693445
1003,61358781.61599002
1004,61416668.28028659
1005,61474554.944583155
1006,61532441.60887973
1007,61590328.2731763
1008,61648214.937472865
1009,61706101.60176943
1010,61763988.26606601
1011,61821874.930362575
1012,61879761.59465914
1013,61937648.25895572
1014,61995534.923252285
1015,62053421.58754885
1016,62111308.25184543
1017,62169194.916141994
1018,62227081.58043856
1019,62284968.24473513
1020,62342854.909031704
1021,62400741.57332827
1022,62458628.23762484
1023,62516514.901921414
1024,62574401.56621798
1025,62632288.23051455
1026,62690174.89481112
1027,62748061.55910769
1028,62805948.22340426
1029,62863834.88770083
1030,62921721.5519974
1031,62979608.21629397
1032,63037494.880590536
1033,63095381.54488711
1034,63153268.20918368
1035,63211154.873480245
1036,63269041.53777682
1037,63326928.20207339
1038,63384814.866369955
1039,63442701.53066653
1040,63500588.1949631
1041,63558474.859259665
1042,63616361.52355623
1043,63674248.18785281
1044,63732134.852149375
1045,63790021.51644594
1046,63847908.18074252
1047,63905794.845039085
1048,63963681.50933565
1049,64021568.17363223
1050,64079454.837928794
1051,64137341.50222536
1052,64195228.16652193
1053,64253114.830818504
1054,64311001.49511507
1055,64368888.15941164
1056,64426774.823708214
1057,64484661.48800478
1058,64542548.15230135
1059,64600434.81659792
1060,64658321.48089449
1061,64716208.14519106
1062,64774094.80948763
1063,64831981.4737842
1064,64889868.13808077
1065,64947754.802377336
1066,65005641.46667391
1067,65063528.13097048
1068,65121414.795267045
1069,65179301.45956362
1070,65237188.12386019
1071,65295074.788156755
1072,65352961.45245333
1073,65410848.1167499
1074,65468734.781046465
1075,65526621.44534303
1076,65584508.10963961
1077,65642394.773936175
1078,65700281.43823274
1079,65758168.10252932
1080,65816054.766825885
1081,65873941.43112245
1082,65931828.09541903
1083,65989714.759715594
1084,66047601.42401216
1085,66105488.08830873
1086,66163374.752605304
1087,66221261.41690187
1088,66279148.08119844
1089,66337034.745495014
1090,66394921.40979158
1091,66452808.07408815
1092,66510694.73838472
1093,66568581.40268129
1094,66626468.06697786
1095,66684354.731274426
1096,66742241.395571
1097,66800128.05986757
1098,66858014.724164136
1099,66915901.38846071
1100,66973788.05275728
1101,67031674.717053846
1102,67089561.38135042
1103,67147448.045647
1104,67205334.70994356
1105,67263221.37424013
1106,67321108.0385367
1107,67378994.70283327
1108,67436881.36712983
1109,67494768.03142641
1110,67552654.69572298
1111,67610541.36001955
1112,67668428.02431612
1113,67726314.68861268
1114,67784201.35290925
1115,67842088.01720583
1116,67899974.6815024
1117,67957861.34579897
1118,68015748.01009554
1119,68073634.6743921
1120,68131521.33868867
1121,68189408.00298524
1122,68247294.66728182
1123,68305181.33157839
1124,68363067.99587496
1125,68420954.66017152
1126,68478841.32446809
1127,68536727.98876466
1128,68594614.65306123
1129,68652501.31735781
1130,68710387.98165438
1131,68768274.64595094
1132,68826161.31024751
1133,68884047.97454408
1134,68941934.63884065
1135,68999821.30313723
1136,69057707.9674338
1137,69115594.63173036
1138,69173481.29602693
1139,69231367.9603235
1140,69289254.62462007
1141,69347141.28891663
1142,69405027.95321321
1143,69462914.61750978
1144,69520801.28180635
1145,69578687.94610292
1146,69636574.61039948
1147,69694461.27469605
1148,69752347.93899263
1149,69810234.6032892
1150,69868121.26758577
1151,69926007.93188234
1152,69983894.5961789
1153,70041781.26047547
1154,70099667.92477204
1155,70157554.58906862
1156,70215441.25336519
1157,70273327.91766176
1158,70331214.58195832
1159,70389101.24625489
1160,70446987.91055147
1161,70504874.57484804
1162,70562761.23914461
1163,70620647.90344118
1164,70678534.56773774
1165,70736421.23203431
1166,70794307.89633088
1167,70852194.56062746
1168,70910081.22492403
1169,70967967.8892206
1170,71025854.55351716
1171,71083741.21781373
1172,71141627.8821103
1173,71199514.54640688
1174,71257401.21070345
1175,71315287.87500001
1176,71373174.53929658
1177,71431061.20359315
1178,71488947.86788972
1179,71546834.53218628
1180,71604721.19648287
1181,71662607.86077943
1182,71720494.525076
1183,71778381.18937257
1184,71836267.85366914
1185,71894154.5179657
1186,71952041.18226229
1187,72009927.84655885
1188,72067814.51085542
1189,72125701.17515199
1190,72183587.83944856
1191,72241474.50374512
1192,72299361.16804169
1193,72357247.83233827
1194,72415134.49663484
1195,72473021.16093141
1196,72530907.82522798
1197,72588794.48952454
1198,72646681.15382111
1199,72704567.81811768
1200,72762454.48241426
1201,72820341.14671083
1202,72878227.8110074
1203,72936114.47530396
1204,72994001.13960053
1205,73051887.8038971
1206,73109774.46819368
1207,73167661.13249025
1208,73225547.79678681
1209,73283434.46108338
1210,73341321.12537995
1211,73399207.78967652
1212,73457094.45397308
1213,73514981.11826967
1214,73572867.78256623
1215,73630754.4468628
1216,73688641.11115937
1217,73746527.77545594
1218,73804414.4397525
1219,73862301.10404909
1220,73920187.76834565
1221,73978074.43264222
1222,74035961.09693879
1223,74093847.76123536
1224,74151734.42553192
1225,74209621.08982849
1226,74267507.75412507
1227,74325394.41842164
1228,74383281.08271821
1229,74441167.74701478
1230,74499054.41131134
1231,74556941.07560791
1232,74614827.73990448
1233,74672714.40420106
1234,74730601.06849763
1235,74788487.7327942
1236,74846374.39709076
1237,74904261.06138733
1238,74962147.7256839
1239,75020034.38998048
1240,75077921.05427705
1241,75135807.71857361
1242,75193694.38287018
1243,75251581.04716675
1244,75309467.71146332
1245,75367354.37575988
1246,75425241.04005647
1247,75483127.70435303
1248,75541014.3686496
1249,75598901.03294617
1250,75656787.69724274
1251,75714674.3615393
1252,75772561.02583589
1253,75830447.69013245
1254,75888334.35442902
1255,75946221.01872559
1256,76004107.68302216
1257,76061994.34731872
1258,76119881.01161529
1259,76177767.67591187
1260,76235654.34020844
1261,76293541.00450501
1262,76351427.66880158
1263,76409314.33309814
1264,76467200.99739471
1265,76525087.66169128
1266,76582974.32598786
1267,76640860.99028443
1268,76698747.654581
1269,76756634.31887756
1270,76814520.98317413
1271,76872407.6474707
1272,76930294.31176728
1273,76988180.97606385
1274,77046067.64036041
1275,77103954.30465698
1276,77161840.96895355
1277,77219727.63325012
1278,77277614.29754668
1279,77335500.96184327
1280,77393387.62613983
1281,77451274.2904364
1282,77509160.95473297
1283,77567047.61902954
1284,77624934.2833261
1285,77682820.94762269
1286,77740707.61191925
1287,77798594.27621582
1288,77856480.94051239
1289,77914367.60480896
1290,77972254.26910552
1291,78030140.93340209
1292,78088027.59769867
1293,78145914.26199524
1294,78203800.92629181
1295,78261687.59058838
1296,78319574.25488494
1297,78377460.91918151
1298,78435347.58347808
1299,78493234.24777466
1300,78551120.91207123
1301,78609007.5763678
1302,78666894.24066436
1303,78724780.90496093
1304,78782667.5692575
1305,78840554.23355408
1306,78898440.89785065
1307,78956327.56214722
1308,79014214.22644378
1309,79072100.89074035
1310,79129987.55503692
1311,79187874.21933348
1312,79245760.88363007
1313,79303647.54792663
1314,79361534.2122232
1315,79419420.87651977
1316,79477307.54081634
1317,79535194.2051129
1318,79593080.86940949
1319,79650967.53370605
1320,79708854.19800262
1321,79766740.86229919
1322,79824627.52659576
1323,79882514.19089232
1324,79940400.85518889
1325,79998287.51948547
1326,80056174.18378204
1327,80114060.84807861
1328,80171947.51237518
1329,80229834.17667174
1330,80287720.84096831
1331,80345607.50526488
1332,80403494.16956146
1333,80461380.83385803
1334,80519267.4981546
1335,80577154.16245116
1336,80635040.82674773
1337,80692927.4910443
1338,80750814.15534088
1339,80808700.81963745
1340,80866587.48393402
1341,80924474.14823058
1342,80982360.81252715
1343,81040247.47682372
1344,81098134.14112028
1345,81156020.80541687
1346,81213907.46971343
1347,81271794.13401
1348,81329680.79830657
1349,81387567.46260314
1350,81445454.1268997
1351,81503340.79119627
1352,81561227.45549285
1353,81619114.11978942
1354,81677000.78408599
1355,81734887.44838256
1356,81792774.11267912
1357,81850660.77697569
1358,81908547.44127227
1359,81966434.10556884
1360,82024320.76986541
